road,count
新竹市香山區中華路五段,10
新竹市東區光復路二段,8
新竹市北區中正路,6
新竹市香山區牛埔東路,6
新竹市香山區延平路二段,6
新竹市北區東大路三段,5
新竹市東區光復路一段,5
新竹市東區經國路一段,5
新竹市東區寶山路,5
新竹市香山區中華路六段,4
