臺東縣台東市中華路2段
臺東縣太麻里
臺東縣關山鎮中華路
臺東縣台東市台11161公里
臺東縣台東市台11176公里
臺東縣台東市更生路
臺東縣太麻里
臺東縣台東市中華路一段
臺東縣台東市台11161公里
臺東縣卑南鄉忠孝路
臺東縣卑南鄉溫泉路
臺東縣關山鎮民族路
臺東縣達仁鄉台9452公里
臺東縣台東市中興路三段
臺東縣東河鄉台11145公里
臺東縣台東市中華路2段
臺東縣台東市更生路
臺東縣台東市民航路
臺東縣台東市傳廣路
臺東縣台東市開封街
臺東縣台東市四維路3段
臺東縣台東市福建路
臺東縣成功鎮民族路
臺東縣台東市新生路
臺東縣台東市中華路一段
臺東縣台東市博愛路
臺東縣台東市中華路
臺東縣成功鎮台11117公里
臺東縣台東市正氣北路
臺東縣台東市陽明山莊前
臺東縣台東市新生路
臺東縣台東市更生北路
臺東縣台東市新生路
臺東縣台東市武昌街
臺東縣台東市更生路
臺東縣鹿野鄉台9348公里
臺東縣台東市中興路2段
臺東縣台東市開封街
臺東縣台東市博愛路
臺東縣台東市中華路一段
臺東縣台東市仁八街
臺東縣池上鄉伯朗大道
臺東縣成功鎮都歷路段
臺東縣台東市更生北路
臺東縣台東市馬亨亨
臺東縣台東市正氣北路
臺東縣台東市更生路
臺東縣台東市正氣北路
臺東縣台東市大業路
臺東縣台東市中華路二段
臺東縣台東市漢陽北路
臺東縣台東市中華路四段
臺東縣台東市新生路
臺東縣太麻里
臺東縣台東市中正路
臺東縣長濱鄉台1172公里
臺東縣東河鄉台11145公里
臺東縣台東市更生北路
臺東縣台東市正氣路
臺東縣台東市更生路
臺東縣台東市中興路4段
臺東縣達仁鄉台9447公里500.0公尺處南向中線
臺東縣台東市中華路二段
臺東縣台東市四維路2段
臺東縣太麻里
臺東縣台東市臺東市臺東大學
臺東縣台東市傳廣路
臺東縣太麻里
臺東縣台東市仁一街
臺東縣台東市成功路
臺東縣台東市漢陽北路
臺東縣成功鎮都威橋往南30公尺
臺東縣台東市正氣北路
臺東縣台東市中華路四段
臺東縣台東市漢中街
臺東縣綠島鄉中寮村
臺東縣台東市中興路三段
臺東縣大武鄉大武村復興路
臺東縣台東市南京路
臺東縣台東市正氣北路
臺東縣東河鄉南東河265號
臺東縣台東市鐵花路
臺東縣台東市中山路
臺東縣關山鎮民權路
臺東縣卑南鄉利吉路
臺東縣長濱鄉東133公里
臺東縣台東市寶桑路
臺東縣大武鄉台9442公里
臺東縣台東市開封街592巷
臺東縣卑南鄉龍過脈
臺東縣台東市豐榮路
臺東縣台東市志航路
臺東縣台東市中華路一段
臺東縣鹿野鄉永安村永樂路
臺東縣台東市中華路1段
臺東縣台東市洛陽街
臺東縣台東市傳廣路
臺東縣卑南鄉龍過脈
臺東縣台東市中興路二段
臺東縣台東市臺東市連航路
臺東縣卑南鄉賓朗路
臺東縣卑南鄉賓朗路
臺東縣台東市中興路四段
臺東縣海端鄉台20193公里700.0公尺處東向路
臺東縣台東市傳廣路
臺東縣鹿野鄉台9348公里
臺東縣台東市中興陸橋東側
臺東縣卑南鄉檳榔橋南端
臺東縣台東市更生路
臺東縣台東市正氣路
臺東縣台東市志航路1段
臺東縣台東市復興路
臺東縣台東市臺東市青海路3段
臺東縣台東市中華路一段
臺東縣台東市志航路
臺東縣台東市正氣北路
臺東縣台東市豐榮路
臺東縣東河鄉都蘭路段
臺東縣台東市中興路一段
臺東縣鹿野鄉台9349公里
臺東縣鹿野鄉台9354公里
臺東縣台東市西康路
臺東縣卑南鄉台九線
臺東縣台東市東園三街
臺東縣台東市正氣北路
臺東縣卑南鄉台9364公里
臺東縣台東市中華路2段
臺東縣台東市正氣路
臺東縣東河鄉五線
臺東縣台東市日光橋南端
臺東縣東河鄉泰源橋北端路
臺東縣太麻里
臺東縣台東市新生路
臺東縣卑南鄉台11151公里
臺東縣台東市強國街
臺東縣台東市知本路一段
臺東縣太麻里
臺東縣太麻里
臺東縣達仁鄉台9448公里
臺東縣台東市正氣北路
臺東縣台東市
臺東縣台東市中華路二段
臺東縣台東市更生路
臺東縣台東市更生路
臺東縣台東市中華路2段
臺東縣台東市更生路
臺東縣卑南鄉太平路
臺東縣台東市中華路一段
臺東縣台東市大業路
臺東縣關山鎮和平路
臺東縣達仁鄉台9452公里
臺東縣台東市泰安街
臺東縣台東市中正路
臺東縣台東市中山路
臺東縣台東市寧波街
臺東縣成功鎮美山路段
臺東縣台東市中華路
臺東縣東河鄉台11136公里
臺東縣成功鎮台11127公里
臺東縣卑南鄉泰安村
臺東縣台東市豐榮路
臺東縣卑南鄉臺九線
臺東縣台東市正氣路
臺東縣東河鄉台11138公里
臺東縣卑南鄉忠孝路
臺東縣台東市永安街
臺東縣台東市新生路
臺東縣台東市中華路三段
臺東縣台東市更生路
臺東縣台東市中華路3段
臺東縣台東市青海路二段
臺東縣台東市更生路
臺東縣達仁鄉新興產業道路
臺東縣池上鄉忠孝路
臺東縣東河鄉新東河橋南端
臺東縣台東市桂林北
臺東縣卑南鄉太平村太平路
臺東縣台東市豐榮路
臺東縣台東市中華大橋上
臺東縣成功鎮三民路
臺東縣太麻里
臺東縣台東市興安路
臺東縣太麻里
臺東縣台東市中興路4段
臺東縣台東市更生北路
臺東縣台東市正氣北路
臺東縣海端鄉大埔53之2號
臺東縣台東市新生路
臺東縣台東市台9188公里
臺東縣台東市大同路
臺東縣池上鄉中山路
臺東縣關山鎮溪埔路
臺東縣台東市傳廣路
臺東縣台東市興安路
臺東縣台東市頂永豐產業道
臺東縣台東市咸陽街
臺東縣關山鎮永豐164號
臺東縣台東市更生北路
臺東縣台東市連航路
臺東縣台東市中興路1段
臺東縣台東市青海路四段
臺東縣卑南鄉泰安產業道路
臺東縣台東市錦州街
臺東縣台東市中華路一段
臺東縣台東市台東市光明路
臺東縣台東市四維路三段
臺東縣台東市更生路
臺東縣鹿野鄉龍田村12鄰龍馬路
臺東縣台東市太原路二段
臺東縣台東市新生路
臺東縣台東市更生北路
臺東縣關山鎮自由路
臺東縣台東市正氣路
臺東縣台東市衡陽路
臺東縣台東市博愛路
臺東縣東河鄉都蘭57-5號
臺東縣卑南鄉防汛道路
臺東縣台東市四維路
臺東縣台東市中華路二段
臺東縣台東市更生路
臺東縣台東市新生路
臺東縣台東市泰安街
臺東縣關山鎮和平路
臺東縣台東市中華路
臺東縣台東市中興路4段
臺東縣卑南鄉忠孝路
臺東縣延平鄉19742公里
臺東縣台東市中興路1段
臺東縣關山鎮台9336公里
臺東縣台東市徐州街
臺東縣成功鎮中山路
臺東縣太麻里
臺東縣台東市漢陽南路
臺東縣太麻里鄉華源村大坑道路
臺東縣成功鎮台11115公里900.0公尺處北向中線
臺東縣大武鄉大武村復興路
臺東縣長濱鄉長濱32號
臺東縣台東市更生路
臺東縣台東市中華路一段
臺東縣太麻里
臺東縣關山鎮崁頂路
臺東縣台東市山西路一段
臺東縣太麻里
臺東縣台東市中華路1段
臺東縣台東市福建路
臺東縣台東市傳廣路
臺東縣台東市南島大道
臺東縣台東市中華路四段
臺東縣關山鎮台9333公里
臺東縣卑南鄉初鹿村忠孝路
臺東縣長濱鄉長濱路段
臺東縣台東市更生路
臺東縣太麻里
臺東縣池上鄉中山路
臺東縣東河鄉台11114公里
臺東縣達仁鄉東681公里
臺東縣太麻里
臺東縣台東市中興路一段
