road,count
新北市新莊區中正路,3005
新北市中和區中正路,1809
新北市中和區景平路,1797
新北市永和區中正路,1643
新北市板橋區縣民大道,1564
新北市中和區連城路,1395
新北市新店區中正路,1182
新北市三重區中正北路,1082
新北市淡水區民權路,1075
新北市中和區中山路二段,1062
