road,count
嘉義市東區忠孝路,816
嘉義市東區吳鳳南路,395
嘉義市東區林森東路,277
嘉義市西區文化路,269
嘉義市西區民生南路,268
嘉義市西區中山路,266
嘉義市西區民族路,256
嘉義市西區北港路,253
嘉義市西區博愛路二段,252
嘉義市東區新生路,248
