road,count
南投縣埔里鎮中正路,642
南投縣南投市中興路,606
南投縣草屯鎮中正路,576
南投縣名間鄉彰南路,460
南投縣南投市彰南路二段,460
南投縣南投市彰南路三段,386
南投縣南投市復興路,380
南投縣南投市南陽路,376
南投縣埔里鎮中山路三段,361
南投縣仁愛鄉台14甲線,353
