road,count
連江縣南竿鄉中央大道,8
連江縣南竿鄉福沃村福沃路,2
連江縣北竿鄉環島東路,2
連江縣南竿鄉津沙村津沙路段,2
連江縣南竿鄉聚英路段,2
連江縣南竿鄉濱海大道,2
連江縣北竿鄉北竿大道,2
連江縣南竿鄉中興嶺,2
連江縣南竿鄉仁愛村中央大道,1
連江縣南竿鄉中央大道青檀澳路段,1
