road,count
嘉義縣民雄鄉台1線,281
嘉義縣民雄鄉166縣道,166
嘉義縣水上鄉台1線,162
嘉義縣民雄鄉東榮村文化路,158
嘉義縣中埔鄉和興村中華路,154
嘉義縣太保市麻寮里中山路二段,152
嘉義縣中埔鄉和美村大義路,129
嘉義縣竹崎鄉159縣道,119
嘉義縣朴子市安福里山通路,118
嘉義縣民雄鄉西安村西安路,115
嘉義縣中埔鄉和美村中山路五段,114
嘉義縣六腳鄉台19線,110
嘉義縣民雄鄉興南村建國路三段,107
嘉義縣中埔鄉和睦村中華路,104
嘉義縣民雄鄉大學路,103
嘉義縣民雄鄉東榮村建國路二段,103
嘉義縣朴子市168縣道,103
嘉義縣水上鄉粗溪村中山路二段,101
嘉義縣竹崎鄉台3線,101
嘉義縣民雄鄉福樂村建國路三段,100
