road,count
南投縣南投市平和里信義街,6
南投縣竹山鎮竹圍里前山路,6
南投縣鹿谷鄉永隆村仁義路,6
南投縣埔里鎮西門里信義路,6
南投縣埔里鎮薰化里西寧路,6
南投縣魚池鄉秀水路,6
南投縣仁愛鄉投83線,6
南投縣草屯鎮敦和里仁愛街213巷,6
南投縣南投市竹林路,6
南投縣南投市南新路,6
南投縣埔里鎮籃城路,6
南投縣水里鄉五福路,6
南投縣埔里鎮鐵山里中山路三段,6
南投縣國姓鄉中正路一段,6
南投縣南投市光輝里虎山路,6
南投縣埔里鎮蜈蚣里鯉魚路,6
南投縣草屯鎮和平里和平街,6
南投縣草屯鎮台3甲,6
南投縣魚池鄉金天巷,6
南投縣草屯鎮玉峰里儒林街,6
南投縣埔里鎮西門里中正三路,6
南投縣草屯鎮山腳里民權一街,6
南投縣竹山鎮山崇里集山路2段,6
南投縣埔里鎮同聲里南興街,6
南投縣草屯鎮富寮里富林路,6
南投縣竹山鎮瑞竹里鯉南路,6
南投縣集集鎮集集街,6
南投縣草屯鎮台3線,6
南投縣名間鄉名松路1段,6
南投縣草屯鎮新豐里墩煌路4段,6
南投縣埔里鎮南村里中山路4段,6
南投縣竹山鎮社寮里集山路1段,6
南投縣竹山鎮中崎里集山路3段,6
南投縣南投市振興里?稟路,6
南投縣埔里鎮北門里中山路2段,6
南投縣草屯鎮富寮里中興路,6
南投縣埔里鎮北門里東榮路,6
南投縣草屯鎮中山里太平路2段,6
南投縣名間鄉華山街,5
南投縣中寮鄉龍安村龍南路,5
南投縣竹山鎮中正里菜園路,5
南投縣南投市平山里仁和路,5
南投縣集集鎮和平里中集路,5
南投縣草屯鎮中山里草鞋墩一街,5
南投縣南投市平山里彰南路三段,5
南投縣南投市府南一路,5
南投縣竹山鎮秀林里中坑路,5
南投縣南投市漳和里文化路,5
南投縣南投市中山南街,5
南投縣埔里鎮北安里東榮路,5
南投縣南投市三興里嶺興路,5
南投縣水里鄉南光村民族路,5
南投縣南投市漳和里南崗二路,5
南投縣竹山鎮鯉魚里鯉行路,5
南投縣信義鄉玉山路,5
南投縣南投市嘉和里嘉和一路,5
南投縣埔里鎮過坑路,5
南投縣竹山鎮山崇里產業運輸道路,5
南投縣南投市公所街,5
南投縣草屯鎮山腳里民生一街,5
南投縣南投市中山街312巷,5
南投縣集集鎮集集里民生路,5
南投縣草屯鎮民權西路,5
南投縣水里鄉水信路三段,5
南投縣南投市新興里南崗三路,5
南投縣竹山鎮中山里雲林路,5
南投縣草屯鎮敦煌路四段,5
南投縣竹山鎮新生路,5
南投縣草屯鎮北勢里永安路,5
南投縣南投市員南路,5
南投縣魚池鄉131線,5
南投縣竹山鎮延平里延平一路,5
南投縣魚池鄉中山路,5
南投縣鹿谷鄉秀峰村仁愛路,5
南投縣名間鄉中正村員集路,5
南投縣國姓鄉中興路,5
南投縣草屯鎮加老東路,5
南投縣竹山鎮產業運輸道路,5
南投縣南投市永豐里彰南路三段,5
南投縣名間鄉松山街,5
南投縣名間鄉南雅村員集路,5
南投縣竹山鎮林杞街,5
南投縣埔里鎮同春一街,5
南投縣草屯鎮炎峰里建國街,5
南投縣水里鄉南光村七賢路,5
南投縣南投市營中路,5
南投縣埔里鎮杷城里民富路,5
南投縣草屯鎮新豐里日新街,5
南投縣草屯鎮民權路,5
南投縣埔里鎮三民路,5
南投縣埔里鎮水頭里東潤路,5
南投縣南投市府西路,5
南投縣集集鎮林尾里民生路,5
南投縣草屯鎮草屯圓環,5
南投縣草屯鎮正興街,5
南投縣埔里鎮牛眠里西安路二段,5
南投縣竹山鎮中山里大智路,5
南投縣名間鄉松嶺街,5
南投縣草屯鎮台14乙線,5
南投縣埔里鎮大湳里信義路,5
南投縣埔里鎮水頭里隆生路,5
南投縣埔里鎮中正一路,5
南投縣竹山鎮祖師街,5
南投縣名間鄉崁腳村名松路一段,5
南投縣名間鄉豐柏路,5
南投縣集集鎮林尾路,5
南投縣埔里鎮南門里南興街,5
南投縣南投市學藝路,5
南投縣集集鎮台3丙,5
南投縣草屯鎮碧洲里碧興路,5
南投縣竹山鎮加正巷,5
南投縣竹山鎮下橫街育英路,5
南投縣埔里鎮廣成里西安路三段,5
南投縣埔里鎮薰化里中山路三段,5
南投縣南投市新光路,5
南投縣竹山鎮竹圍里大忠路,5
南投縣南投市嘉和里大庄路,5
南投縣集集鎮集集里集鹿路,5
南投縣埔里鎮大湳里大湳路,5
南投縣南投市光榮北路,5
南投縣埔里鎮中山一路,5
南投縣竹山鎮過坑巷,5
南投縣南投市福岡路一段,5
南投縣草屯鎮山腳里正德街,5
南投縣草屯鎮山腳里民族路,5
南投縣埔里鎮大城里育溪路,5
南投縣水里鄉南光村八德街,5
南投縣水里鄉中央村民族路,5
南投縣埔里鎮民有一街,5
南投縣竹山鎮竹山里集山路3段,5
南投縣中寮鄉福盛村永樂路,5
南投縣南投市平山里南崗二路,5
南投縣草屯鎮中正里和平街,5
南投縣集集鎮中集路,5
南投縣草屯鎮加老里芬草路,5
南投縣草屯鎮新豐里中投公路,5
南投縣水里鄉投131線,5
南投縣竹山鎮頂橫街,5
南投縣埔里鎮珠格里珠生路,5
南投縣草屯鎮炎峰里育英街,5
南投縣竹山鎮東埔蚋路,5
南投縣草屯鎮土城里平峰路,5
南投縣埔里鎮東門里忠孝路,5
南投縣草屯鎮炎峰里青雲街,5
南投縣草屯鎮加老里墩煌路,5
南投縣信義鄉台18線,5
南投縣埔里鎮南門里中山路二段,5
南投縣竹山鎮延平一路集山路二段,5
南投縣草屯鎮碧峰里碧興路ㄧ段,5
南投縣草屯鎮中山里,5
南投縣魚池鄉大林村華山巷,5
南投縣草屯鎮玉峰里東美街72巷,5
南投縣中寮鄉縣139線,5
南投縣草屯鎮北投里碧興路2段,5
南投縣草屯鎮台14線,5
南投縣草屯鎮炎峰里,5
南投縣南投市?稟路,5
南投縣埔里鎮北安里中山路2段,5
南投縣中寮鄉永和村龍南路,4
南投縣南投市三興里文化路,4
南投縣埔里鎮恆吉一路,4
南投縣名間鄉台16,4
南投縣竹山鎮下坪里下坪路,4
南投縣埔里鎮蜈蚣路,4
南投縣埔里鎮光明路,4
南投縣埔里鎮四維路,4
南投縣南投市福興里彰南路三段,4
南投縣南投市南投里民族路,4
南投縣國姓鄉中正路四段,4
南投縣名間鄉松山村名松路二段,4
南投縣水里鄉城中村城福街,4
南投縣草屯鎮台14乙,4
南投縣竹山鎮延山里延山路,4
南投縣草屯鎮番子田路,4
南投縣南投市嘉和里中興路,4
南投縣南投市新興里彰南路三段,4
南投縣埔里鎮枇杷里枇杷路,4
南投縣埔里鎮民有三街,4
南投縣竹山鎮149,4
南投縣南投市嘉和里彰南路一段,4
南投縣水里鄉南光村民生路,4
南投縣南投市漳和里彰南路二段,4
南投縣水里鄉農富村民生路,4
南投縣草屯鎮股坑巷,4
南投縣南投市忠孝一街,4
南投縣魚池鄉瓊文巷,4
南投縣水里鄉中央村民生路,4
南投縣竹山鎮雲林里雲林路,4
南投縣草屯鎮台63,4
南投縣名間鄉松山村豐柏路,4
南投縣草屯鎮平林里平學路,4
南投縣南投市光華四路,4
南投縣名間鄉瓦厝巷,4
南投縣南投市育樂一街,4
南投縣草屯鎮和興街,4
南投縣水里鄉堤防路,4
南投縣南投市嘉興里大庄路,4
南投縣埔里鎮福長路,4
南投縣草屯鎮防汎路,4
南投縣草屯鎮山腳里太平路二段,4
南投縣魚池鄉日月村中正路,4
南投縣鹿谷鄉仁愛路,4
南投縣埔里鎮北安里明德路,4
南投縣竹山鎮枋坪巷,4
南投縣草屯鎮大覺路,4
南投縣集集鎮山腳巷,4
南投縣南投市漳興里復興路,4
南投縣集集鎮集集里環山街,4
南投縣埔里鎮墘溪路,4
南投縣南投市仁義南路,4
南投縣魚池鄉東池村魚池街,4
南投縣草屯鎮台3,4
南投縣草屯鎮御史里僑光街,4
南投縣名間鄉新丹巷,4
南投縣集集鎮成功路,4
南投縣水里鄉六合路,4
南投縣鹿谷鄉鳳凰村鳳園路,4
南投縣名間鄉中山村名松路一段,4
南投縣水里鄉水信路二段,4
南投縣竹山鎮和育巷,4
南投縣竹山鎮大公街,4
南投縣南投市自強三路,4
南投縣草屯鎮正德街,4
南投縣南投市康壽里南陽路,4
南投縣名間鄉產業道路,4
南投縣草屯鎮新庄里芬草路三段,4
南投縣南投市營北里仁德路,4
南投縣鹿谷鄉,4
南投縣仁愛鄉榮興村橫貫公路支線八段,4
南投縣名間鄉皮仔寮巷,4
南投縣鹿谷鄉竹林村光復路,4
南投縣埔里鎮北梅里八德路,4
南投縣信義鄉台16,4
南投縣魚池鄉長興巷,4
南投縣草屯鎮儒林街,4
南投縣草屯鎮御史里東山路,4
南投縣草屯鎮自由街,4
南投縣草屯鎮上林里太平路,4
南投縣埔里鎮桃米里桃南路,4
南投縣南投市振興里果稟路,4
南投縣竹山鎮雲林里育英路,4
南投縣埔里鎮長春路,4
南投縣南投市內興里文獻路,4
南投縣南投市省府圓環內,4
南投縣草屯鎮富寮里玉峰街,4
南投縣南投市平山里平山一路,4
南投縣中寮鄉中集路,4
南投縣竹山鎮福興里鯉行路,4
南投縣竹山鎮延祥里江西路,4
南投縣草屯鎮芬草路3段,4
南投縣草屯鎮新厝里太平路一段,4
南投縣鹿谷鄉廣興村中寮路,4
南投縣水里鄉新城村福德路,4
南投縣埔里鎮同聲里南盛街,4
南投縣草屯鎮中山里和平街,4
南投縣魚池鄉道路,4
南投縣南投市三和里公園南街,4
南投縣草屯鎮平林里健行路,4
南投縣南投市139乙,4
南投縣竹山鎮延和巷,4
南投縣草屯鎮新厝里太平路,4
南投縣國姓鄉北港村北原路,4
南投縣水里鄉城中村中正路,4
南投縣埔里鎮薰化里南昌街,4
南投縣埔里鎮東興二街,4
南投縣竹山鎮大慶街延和巷,4
南投縣南投市光榮里環山路,4
南投縣鹿谷鄉杉林溪公路,4
南投縣南投市三興里集賢路,4
南投縣竹山鎮埔頭街,4
南投縣埔里鎮光遠三街,4
南投縣草屯鎮敦和里仁愛街230巷,4
南投縣南投市三興里民族路,4
南投縣鹿谷鄉瑞田村仁愛路,4
南投縣竹山鎮民生巷,4
南投縣草屯鎮上林里省府路,4
南投縣草屯鎮投17,4
南投縣埔里鎮籃城里籃城路,4
南投縣竹山鎮瑞竹巷,4
南投縣國姓鄉中西巷,4
南投縣南投市光榮西路,4
南投縣草屯鎮富寮里富頂路,4
南投縣南投市光明里光明路,4
南投縣南投市東山里東山路,4
南投縣南投市平和街62巷,4
南投縣名間鄉炭寮巷,4
南投縣埔里鎮愛蘭里鐵山路,4
南投縣草屯鎮中原里中正路,4
南投縣埔里鎮麒麟里武界路,4
南投縣草屯鎮御史里玉成路,4
南投縣竹山鎮延和里向學街,4
南投縣名間鄉出林虎路二段,4
南投縣草屯鎮石川里墩煌路,4
南投縣信義鄉明德村明德街,4
南投縣埔里鎮西門里南昌街,4
南投縣草屯鎮山腳里富林路,4
南投縣埔里鎮房里里雙吉路,4
南投縣草屯鎮中正里勝和街,4
南投縣水里鄉玉峰村仁愛路,4
南投縣埔里鎮清新里南環路,4
南投縣竹山鎮產業運輸大道,4
南投縣鹿谷鄉彰雅村中正路1段,4
南投縣埔里鎮清新里民生路,4
南投縣南投市營南里營中路,4
南投縣草屯鎮御史里,4
南投縣草屯鎮新豐里成功路1段,4
南投縣草屯鎮新庄里日新街277巷,4
南投縣埔里鎮合成里西安路3段,4
南投縣名間鄉名松路2段,4
南投縣草屯鎮中山里成功路1段,4
南投縣草屯鎮碧洲里碧興路1段,4
南投縣草屯鎮玉峰里,4
南投縣名間鄉名山路1段,4
南投縣國姓鄉柑林村中正路2段,4
南投縣草屯鎮石川里碧興路2段,4
南投縣草屯鎮北投里史?路,4
南投縣鹿谷鄉廣興村中正一路,3
南投縣竹山鎮中和里中和路,3
南投縣水里鄉北埔村北埔街,3
南投縣草屯鎮和興一街,3
南投縣竹山鎮大忠路,3
南投縣埔里鎮泰安里中華路,3
南投縣南投市漳興里祖祠路,3
南投縣草屯鎮自由街134巷,3
南投縣水里鄉北埔村中山路,3
南投縣草屯鎮慧音巷,3
南投縣南投市南投市東閔路,3
南投縣魚池鄉日月村瑪蓋旦街,3
南投縣鹿谷鄉光復路,3
南投縣中寮鄉投17,3
南投縣名間鄉名間交流道,3
南投縣名間鄉南雅街131巷,3
南投縣埔里鎮榮光路,3
南投縣南投市漳興里彰南路二段,3
南投縣國姓鄉投147線,3
南投縣集集鎮吳厝里名水路,3
南投縣草屯鎮青雲街,3
南投縣中寮鄉內城村龍南路,3
南投縣魚池鄉大林村嵩山巷,3
南投縣水里鄉水信路,3
南投縣鹿谷鄉和雅村愛鄉路,3
南投縣竹山鎮中正里下橫街,3
南投縣南投市永豐里中華路,3
南投縣魚池鄉中興路,3
南投縣南投市三民里彰南路二段,3
南投縣埔里鎮北門里中正路,3
南投縣名間鄉新光村虎坑巷,3
南投縣竹山鎮中正里集山路三段,3
南投縣埔里鎮南門里南榮路,3
南投縣魚池鄉水社村名勝街,3
南投縣國姓鄉北山村南港路,3
南投縣埔里鎮大湳里虎山路,3
南投縣名間鄉磨坑巷,3
南投縣草屯鎮成功,3
南投縣國姓鄉147,3
南投縣魚池鄉日月村環湖公路,3
南投縣草屯鎮中原里永安路,3
南投縣埔里鎮愛蘭路,3
南投縣名間鄉崁頂巷,3
南投縣竹山鎮富州里產業運輸道路,3
南投縣水里鄉北埔村六合路,3
南投縣南投市光榮里光榮西路,3
南投縣集集鎮林尾里攔河路,3
南投縣南投市忠孝八街,3
南投縣草屯鎮中山里虎山路,3
南投縣草屯鎮中山里中正路,3
南投縣信義鄉台18,3
南投縣草屯鎮敦和里史館路,3
南投縣南投市三和里三和二路,3
南投縣南投市三興里文化南路,3
南投縣南投市內興里南新路,3
南投縣仁愛鄉親愛村高平路,3
南投縣南投市平和里中興路,3
南投縣埔里鎮投131線,3
南投縣名間鄉埔中巷,3
南投縣名間鄉竹圍村出林虎路一段,3
南投縣竹山鎮中山里頂橫街,3
南投縣水里鄉南湖一路,3
南投縣名間鄉防汛道路,3
南投縣草屯鎮炎峰里和興街,3
南投縣草屯鎮上林里復興路,3
南投縣中寮鄉和興村永樂路,3
南投縣竹山鎮橫街,3
南投縣名間鄉田寮巷,3
南投縣埔里鎮大城里安七街,3
南投縣魚池鄉東池村東興巷,3
南投縣魚池鄉投67線,3
南投縣草屯鎮新庄二路,3
南投縣魚池鄉新店巷,3
南投縣埔里鎮北安里西安路一段,3
南投縣名間鄉三崙村名松路二段,3
南投縣草屯鎮嘉興街,3
南投縣竹山鎮延山里延豐路,3
南投縣竹山鎮鯉行路,3
南投縣信義鄉台16線,3
南投縣竹山鎮中和里集山路三段,3
南投縣魚池鄉修正巷,3
南投縣水里鄉水里村水里一路,3
南投縣埔里鎮明德北路,3
南投縣竹山鎮雲林里大仁路,3
南投縣竹山鎮竹山里,3
南投縣水里鄉水里村民生路,3
南投縣埔里鎮牛尾路,3
南投縣埔里鎮東興三街,3
南投縣水里鄉水里村中正路,3
南投縣南投市福興里南崗三路,3
南投縣名間鄉新光村名山路二段,3
南投縣南投市下庄巷,3
南投縣埔里鎮光遠一街,3
南投縣草屯鎮和平街,3
南投縣埔里鎮青田街,3
南投縣草屯鎮東山路,3
南投縣草屯鎮山腳里正義街,3
南投縣南投市自強二路,3
南投縣南投市貓羅溪橋上,3
南投縣竹山鎮社寮里南雲路,3
南投縣埔里鎮守城路,3
南投縣草屯鎮新厝里大成街,3
南投縣信義鄉投60線,3
南投縣埔里鎮清新里南興街,3
南投縣竹山鎮投149線,3
南投縣南投市同源圳自行車道,3
南投縣草屯鎮山腳里正興街102巷,3
南投縣竹山鎮林圮街,3
南投縣水里鄉投27線,3
南投縣名間鄉電桿編號,3
南投縣埔里鎮北安里和平東路,3
南投縣國姓鄉觀音一號隧道,3
南投縣中寮鄉國道3號,3
南投縣中寮鄉139,3
南投縣草屯鎮中山南街,3
南投縣魚池鄉投69,3
南投縣竹山鎮延祥里延祥路,3
南投縣草屯鎮碧峰里史館路,3
南投縣名間鄉中正村董門巷,3
南投縣埔里鎮北安里北安路,3
南投縣竹山鎮山崇巷,3
南投縣名間鄉同源圳道路,3
南投縣魚池鄉東興,3
南投縣南投市光華十路,3
南投縣鹿谷鄉鳳凰村仁義路,3
南投縣仁愛鄉慈峰產業道路,3
南投縣水里鄉南光村六合路,3
南投縣埔里鎮枇杷里中山路一段,3
南投縣草屯鎮山腳里東閔路,3
南投縣埔里鎮北門里忠孝路,3
南投縣仁愛鄉投71線,3
南投縣埔里鎮中山二路,3
南投縣名間鄉鹿鳴巷,3
南投縣埔里鎮北門里北辰街,3
南投縣竹山鎮社寮里,3
南投縣埔里鎮蜈蚣里榮光路,3
南投縣名間鄉投31線,3
南投縣名間鄉大坑村南田路,3
南投縣竹山鎮名竹大橋南端口,3
南投縣南投市軍功里東山路,3
南投縣魚池鄉新城村修正巷,3
南投縣中寮鄉投22,3
南投縣埔里鎮桃米巷,3
南投縣竹山鎮台三線,3
南投縣草屯鎮新庄里芬草路,3
南投縣水里鄉水里村民權路,3
南投縣竹山鎮大同街,3
南投縣草屯鎮御史里僑光街29巷,3
南投縣竹山鎮中山里菜園路,3
南投縣埔里鎮大學路,3
南投縣埔里鎮大城里大同街,3
南投縣竹山鎮昭德街,3
南投縣草屯鎮炎峰里東美街,3
南投縣埔里鎮北梅里梅子路,3
南投縣集集鎮環山街,3
南投縣鹿谷鄉內湖村米堤街,3
南投縣中寮鄉龍岩村龍南路,3
南投縣草屯鎮上林里富林路三段,3
南投縣埔里鎮溪南里南環路,3
南投縣南投市府南路,3
南投縣竹山鎮大鞍里頂林路,3
南投縣南投市139乙線,3
南投縣竹山鎮消訓道路,3
南投縣仁愛鄉投85,3
南投縣竹山鎮投49線,3
南投縣草屯鎮北投里慶安街,3
南投縣埔里鎮廣成里永豐路,3
南投縣埔里鎮愛蘭里梅村路,3
南投縣竹山鎮砂石專用道,3
南投縣南投市新市路,3
南投縣南投市同源圳,3
南投縣國姓鄉133,3
南投縣竹山鎮延山路,3
南投縣埔里鎮民治一街,3
南投縣草屯鎮新豐里墩煌路,3
南投縣埔里鎮枇杷里寶湖街,3
南投縣埔里鎮南門里南昌街,3
南投縣埔里鎮杷城里長春路,3
南投縣南投市營北里東閔路,3
南投縣水里鄉農富村中正路,3
南投縣國姓鄉136線,3
南投縣名間鄉大庄路,3
南投縣埔里鎮同聲里民生路,3
南投縣草屯鎮台3甲線,3
南投縣埔里鎮杷城里中心路,3
南投縣竹山鎮下坪里枋坪巷,3
南投縣竹山鎮竹圍里前山路1段,3
南投縣鹿谷鄉中正路1段,3
南投縣集集鎮和平里中集二街,3
南投縣埔里鎮泰安里民族三街,3
南投縣草屯鎮山腳里,3
南投縣埔里鎮牛眠里西安路2段,3
南投縣草屯鎮台63線,3
南投縣集集鎮投54線,3
南投縣埔里鎮福興里福長路,3
南投縣南投市縣139乙線,3
南投縣草屯鎮石川里,3
南投縣集集鎮永昌里民生東路,3
南投縣草屯鎮北投里墩煌路二段,3
南投縣埔里鎮杷城里民有一街,3
南投縣竹山鎮延和里延和巷,3
南投縣魚池鄉日月村文化街,3
南投縣竹山鎮富州里集山路1段,3
南投縣埔里鎮杷城里南興街,3
南投縣埔里鎮大湳里中山路1段,3
南投縣國姓鄉乾溝村中西巷,3
南投縣草屯鎮新厝里太平路2段,3
南投縣草屯鎮明正里,3
南投縣草屯鎮碧峰里碧興路1段,3
南投縣草屯鎮敦和里,3
南投縣中寮鄉永芳村龍南路,3
南投縣集集鎮林尾里欄河路,3
南投縣南投市縣139線,3
南投縣竹山鎮雲林里前山路1段,3
南投縣埔里鎮牛眠里福興路,3
南投縣草屯鎮山腳里信洋街,3
南投縣國姓鄉乾溝村台136線,3
南投縣草屯鎮山腳里太平路1段,3
南投縣埔里鎮珠格里南環路,3
南投縣水里鄉南光村中山路1段,3
南投縣名間鄉台3線,3
南投縣水里鄉民和村民和路,3
南投縣埔里鎮中山路1段,3
南投縣仁愛鄉萬豐村***路,3
南投縣鹿谷鄉溪杉路,3
南投縣南投市大埤路,2
南投縣竹山鎮水防道路,2
南投縣信義鄉望美村新中橫公路,2
南投縣草屯鎮文化街,2
南投縣草屯鎮富頂路,2
南投縣水里鄉中山路二段,2
南投縣南投市光明里中興路,2
南投縣竹山鎮雲林里集山路,2
南投縣水里鄉水里鄉民生路,2
南投縣竹山鎮中正里雲林路,2
南投縣草屯鎮明正里自由街,2
南投縣埔里鎮向善里觀音路,2
南投縣埔里鎮杷城里忠孝路,2
南投縣竹山鎮大義街187巷,2
南投縣南投市工業南二路,2
南投縣南投市平山里南崗三路,2
南投縣魚池鄉日月村明德街,2
南投縣埔里鎮恆吉巷,2
南投縣集集鎮吳厝里育才街,2
南投縣鹿谷鄉鹿谷村仁義路,2
南投縣草屯鎮中山里育英街,2
南投縣草屯鎮僑光街,2
南投縣鹿谷鄉產業運輸道路,2
南投縣鹿谷鄉彰雅村仁義路,2
南投縣埔里鎮新生河南路,2
南投縣埔里鎮北安里信義路,2
南投縣埔里鎮獅子路,2
南投縣名間鄉名松路,2
南投縣水里鄉中富路,2
南投縣水里鄉仁愛路,2
南投縣水里鄉文化路,2
南投縣埔里鎮六合北路,2
南投縣草屯鎮中正,2
南投縣集集鎮林尾里名水路,2
南投縣竹山鎮灣仔巷,2
南投縣水里鄉路,2
南投縣南投市內興里中正路,2
南投縣南投市新興里華陽路,2
南投縣南投市信義街5巷,2
南投縣埔里鎮力行路,2
南投縣竹山鎮雲林里頂橫街,2
南投縣中寮鄉鄉林巷,2
南投縣南投市三興里彰南路一段,2
南投縣草屯鎮加老南路,2
南投縣名間鄉松山村松山街,2
南投縣草屯鎮?底巷,2
南投縣南投市同源圳道路,2
南投縣仁愛鄉互助村中華路,2
南投縣埔里鎮北安里八德路,2
南投縣南投市漳興里華陽路,2
南投縣南投市信義街250巷,2
南投縣集集鎮名水路,2
南投縣草屯鎮新庄里日新街201巷,2
南投縣南投市永豐里自立一路,2
南投縣魚池鄉福興巷,2
南投縣草屯鎮山腳里民生三街,2
南投縣草屯鎮新庄里石川路,2
南投縣南投市仁心街,2
南投縣名間鄉仁和村彰南路,2
南投縣南投市139,2
南投縣竹山鎮林頂巷,2
南投縣鹿谷鄉投95,2
南投縣名間鄉竹圍村名松路二段,2
南投縣集集鎮竹坑巷,2
南投縣名間鄉同源圳口,2
南投縣埔里鎮枇杷里忠孝路,2
南投縣南投市平山里自強三路,2
南投縣草屯鎮新厝里建興二街,2
南投縣埔里鎮忠孝四路,2
南投縣南投市新興里自強路,2
南投縣南投市猴探井街,2
南投縣仁愛鄉互助村清風路,2
南投縣水里鄉鉅工村博愛路,2
南投縣鹿谷鄉竹林村愛鄉路,2
南投縣埔里鎮北村路,2
南投縣草屯鎮宅內街,2
南投縣南投市平和里民族路,2
南投縣埔里鎮枇杷里東興一街,2
南投縣草屯鎮石川里博愛路,2
南投縣鹿谷鄉中寮路,2
南投縣埔里鎮埔里鎮中華路,2
南投縣竹山鎮投46-2線,2
南投縣草屯鎮明正里中山街343巷,2
南投縣草屯鎮台76,2
南投縣國姓鄉南港村南港路,2
南投縣埔里鎮一新里永豐路,2
南投縣中寮鄉初中巷,2
南投縣埔里鎮南村里南村路,2
南投縣竹山鎮中山里埔頭街一巷,2
南投縣南投市永豐里成功三路,2
南投縣埔里鎮埔里鎮中正路,2
南投縣埔里鎮西門里北平街,2
南投縣南投市台14乙,2
南投縣魚池鄉投67,2
南投縣埔里鎮泰安里和平東路,2
南投縣竹山鎮大榮街,2
南投縣名間鄉濁水村南雲路,2
南投縣南投市三和里復興路,2
南投縣埔里鎮光華街,2
南投縣中寮鄉龍草路,2
南投縣鹿谷鄉彰雅村鹿彰路,2
南投縣水里鄉鉅工村二坪路,2
南投縣名間鄉台3,2
南投縣水里鄉金龍路,2
南投縣竹山鎮投51線,2
南投縣草屯鎮新厝里新富一街,2
南投縣南投市永興里嶺興路,2
南投縣國姓鄉中正路三段,2
南投縣鹿谷鄉中正路,2
南投縣竹山鎮溫水巷,2
南投縣鹿谷鄉靖山農路,2
南投縣南投市中山街14巷,2
南投縣仁愛鄉台14線公路,2
南投縣南投市龍泉里南陽路,2
南投縣魚池鄉魚池村瓊文巷,2
南投縣草屯鎮正氣街,2
南投縣埔里鎮樹人二街,2
南投縣埔里鎮育英街175巷,2
南投縣名間鄉肉品市場前,2
南投縣魚池鄉永川巷,2
南投縣竹山鎮雲林里前山路,2
南投縣鹿谷鄉二突路,2
南投縣南投市信義街152巷,2
南投縣草屯鎮平林里中正路,2
南投縣集集鎮攔河路,2
南投縣埔里鎮寶湖街,2
南投縣埔里鎮中正四路,2
南投縣水里鄉南光村公園街,2
南投縣草屯鎮民權一街,2
南投縣草屯鎮敦煌路一段,2
南投縣魚池鄉慶隆巷,2
南投縣南投市康壽里復興路,2
南投縣水里鄉南光村六合街,2
南投縣草屯鎮敦和里仁愛街76巷,2
南投縣魚池鄉投69號道路,2
南投縣埔里鎮鐵山一巷,2
南投縣水里鄉水里路,2
南投縣竹山鎮雲林新村一路,2
南投縣草屯鎮正義街,2
南投縣竹山鎮下坪里環河路,2
南投縣名間鄉中山村名山路一段,2
南投縣埔里鎮北門里北澤街,2
南投縣魚池鄉投69-2,2
南投縣水里鄉新城村民權路,2
南投縣埔里鎮民族三街,2
南投縣南投市南投交流道南下車道,2
南投縣草屯鎮新庄里,2
南投縣竹山鎮竹山里前山路,2
南投縣鹿谷鄉永隆村鳳園路,2
南投縣草屯鎮碧峰里草溪路,2
南投縣竹山鎮台3線,2
南投縣草屯鎮碧山,2
南投縣竹山鎮竹山里昭德街,2
南投縣中寮鄉中寮鄉龍南路,2
南投縣埔里鎮樹人一街,2
南投縣南投市三和里三和一路,2
南投縣南投市工業南五路,2
南投縣名間鄉埔中村名松路一段,2
南投縣魚池鄉新城村通文巷,2
南投縣草屯鎮敦和里北投路,2
南投縣竹山鎮雲林里埔頭街,2
南投縣竹山鎮延和國中側門旁,2
南投縣竹山鎮產業農路,2
南投縣草屯鎮敦和南路,2
南投縣埔里鎮籃城里大同街,2
南投縣竹山鎮祖師街雲林路,2
南投縣草屯鎮慶安街,2
南投縣埔里鎮杷城里民有二街,2
南投縣南投市營北里學藝路,2
南投縣埔里鎮安四街,2
南投縣集集鎮152線,2
南投縣水里鄉自由路一段,2
南投縣草屯鎮中原里玉屏路,2
南投縣魚池鄉九龍路,2
南投縣草屯鎮墩煌路二段,2
南投縣水里鄉自由路,2
南投縣竹山鎮公所路,2
南投縣南投市工業南一路,2
南投縣埔里鎮溪南里珠生路,2
南投縣草屯鎮富寮里宅內街,2
南投縣埔里鎮南興街延年巷,2
南投縣集集鎮吳厝里集鹿路,2
南投縣仁愛鄉榮興村東西橫貫公路八段,2
南投縣集集鎮林尾里集福路,2
南投縣草屯鎮明正里文化街,2
南投縣草屯鎮旁,2
南投縣南投市光明四路,2
南投縣竹山鎮下橫街雲林路,2
南投縣埔里鎮東門里北辰街,2
南投縣集集鎮集集里成功路,2
南投縣埔里鎮永安路,2
南投縣南投市忠孝路,2
南投縣竹山鎮頂林新村,2
南投縣集集鎮龍泉巷,2
南投縣草屯鎮敦和里和平街,2
南投縣竹山鎮延和里,2
南投縣埔里鎮中正二路,2
南投縣埔里鎮同春二街,2
南投縣南投市光榮里光榮北路,2
南投縣南投市投86,2
南投縣集集鎮文心街,2
南投縣南投市龍泉里玉井街,2
南投縣鹿谷鄉內湖村杉林溪公路,2
南投縣國姓鄉中潭公路,2
南投縣埔里鎮眉原路,2
南投縣竹山鎮延正里集山路二段,2
南投縣魚池鄉中興巷,2
南投縣南投市新興里成功三路,2
南投縣埔里鎮桃米里大學路,2
南投縣南投市營北里向陽路,2
